ProjectID, BugId, Abstractness (%), AfferentCouplings, AverageBlockDepth, AverageCyclomaticComplexity, AverageDepthofInheritanceHierarchy, AverageLinesOfCodePerMethod, AverageNumberofConstructorsPerType, AverageNumberofFieldsPerType, AverageNumberofMethodsPerType, AverageNumberofParameters, AverageNumberofSubtypes, EfferentCouplings, LinesofCode, NumberofConstructors, NumberofFields, NumberofLines, NumberofMethods, NumberofOperands, NumberofOperators, NumberofPackages, NumberofTypes, NumberofUniqueOperands, NumberofUniqueOperators, ProgramLength, ProgramVocabulary, ProgramVolume, Numberofdeliveredbugs, WeightedMethods,InDegree,OutDegree,DegreeCentrality, CBO, RFC, NoOfTestCasesExecuteFaultMethod, NoOfTestCasesPassesCoversFaultNode, NoOfTestCasesFailsCoversFaultNode, NoOfTestCasesExecutesDynamicCallGraph,StatementCoverage (%),FilesChangeCount,ClassesChangeCount,MethodsChangeCount,LinesChangeCount,LinesAdded,LinesRemoved,LinesModified,RelevantTestCount,FailingTestCount,Priority,ChangesMethodSignature,ChangesMethodCallArgs,AddsMethodCall,ChangesCondition,AddsVariable,AddsIfStmt,AddsLoop,AddsMethod, TotalPassTest, TotalFailTest, MatrixDensity, MatrixSparsity, ActiveMatrixDensity, MatrixDiversity, MatrixUniqueness, MatrixDDU, Class6
Lang,37, 6.7,0,1.3,1.98,2.83,10.16,0.88,1.09,12.33,0.8,0.32,265,44502,275,768,85576,3836,142176,62510,29,311,8483,49,204686,8532,2672926.56,890.98,8215,0,0,0,0,0,0,0,0,0,100,1,1,1,8,8,0,0,657,1,3,0,0,0,1,0,0,0,0,208,1,0.0116867404,0.9883132596,0.0233734807,0.9889124034,0.8505747126,0.0196604603,A
Lang,38, 6.7,0,1.3,1.98,2.83,10.16,0.88,1.09,12.33,0.8,0.32,265,44502,275,768,85576,3836,142176,62510,29,311,8483,49,204686,8532,2672926.56,890.98,8215,1,1,2,1,27,34,33,1,36,72.7,1,1,1,1,1,0,0,59,1,3,0,0,1,0,0,0,0,0,42,1,0.1584771193,0.8415228807,0.3169542386,0.7873754153,0.3387096774,0.0845290561,A
Lang,39, 6.7,0,1.3,1.98,2.83,10.16,0.88,1.09,12.33,0.8,0.32,265,44502,275,768,85576,3836,142176,62510,29,311,8483,49,204686,8532,2672926.56,890.98,8215,0,0,0,0,0,0,0,0,0,97.8,1,1,1,3,3,0,0,523,1,3,0,0,0,1,0,0,0,0,197,1,0.0135460566,0.9864539434,0.0270921132,0.9823616879,0.9271523179,0.0246754673,A
Lang,40, 6.7,0,1.3,1.98,2.83,10.16,0.88,1.09,12.33,0.8,0.32,265,44502,275,768,85576,3836,142176,62510,29,311,8483,49,204686,8532,2672926.56,890.98,8215,0,0,0,0,0,0,0,0,0,99.1,1,1,1,8,7,0,1,516,1,3,0,0,0,0,0,0,1,0,195,1,0.0136734694,0.9863265306,0.0273469388,0.9823652538,0.9266666667,0.0248946057,A
Lang,41, 7.1,0,1.29,1.98,2.9,10.09,0.91,1.16,12.6,0.8,0.35,264,44513,281,771,85614,3858,141484,62705,29,306,8179,49,204189,8228,2655748.71,885.25,8267,0,0,0,0,0,0,0,0,0,95.3,1,1,2,21,19,0,2,241,2,2,0,0,0,1,0,0,1,0,76,2,0.0715811966,0.9284188034,0.1431623932,0.9397269397,0.9166666667,0.1233224278,A
Lang,42, 9.5,0,1.27,1.89,3.08,9.32,1.06,1,11.23,0.75,0.44,321,51414,447,921,99656,4698,158108,71073,29,418,8777,49,229181,8826,3004000.04,1001.33,9791,1,1,2,3,7,6,5,1,12,97.1,1,1,1,7,5,0,2,54,1,2,0,0,0,1,0,0,0,0,40,1,0.1103979461,0.8896020539,0.2207958922,0.9951219512,0.4631578947,0.1017645149,A
Lang,43, 9.5,0,1.27,1.89,3.08,9.32,1.06,1,11.23,0.75,0.44,321,51408,447,921,99642,4697,158081,71060,29,418,8769,49,229141,8818,3003175.96,1001.06,9790,0,0,0,0,0,0,0,0,0,77.2,1,1,1,1,1,0,0,7,1,3,0,0,1,0,0,0,0,0,6,1,0.1536796537,0.8463203463,0.3073593074,0.8095238095,0.1363636364,0.0339292742,A
Lang,44, 9.5,0,1.27,1.89,3.08,9.3,1.07,0.97,11.19,0.75,0.45,320,51036,447,907,98930,4669,156619,70552,29,417,8621,49,227171,8670,2971809.28,990.6,9759,0,0,0,0,0,0,0,0,0,97.9,1,1,1,3,3,0,0,20,1,3,0,0,0,1,0,0,0,0,19,1,0.1026315789,0.8973684211,0.2052631579,1,0.9473684211,0.1944598338,A
Lang,45, 9.6,0,1.27,1.89,3.08,9.3,1.07,0.96,11.21,0.75,0.45,319,50977,446,905,98777,4665,156461,70477,29,416,8606,49,226938,8655,2968194.29,989.4,9743,0,0,0,0,0,0,0,0,0,100,1,1,1,3,3,0,0,82,1,2,0,0,0,1,0,0,0,0,80,1,0.0147171654,0.9852828346,0.0294343308,0.999691358,0.5141242938,0.0151282339,A
Lang,46, 9.3,0,1.27,1.88,3.11,9.2,1.09,0.96,11.45,0.73,0.45,300,48753,433,866,94788,4513,149561,67844,26,394,8361,49,217405,8410,2834502.49,944.83,9343,1,1,2,0,5,5,4,1,17,83.3,1,1,6,10,3,0,7,87,1,5,1,1,0,1,0,0,0,0,18,1,0.0651629073,0.9348370927,0.1303258145,0.9649122807,0.4047619048,0.0509000153,A
Lang,47, 9.5,0,1.26,1.87,3.35,9.1,1.01,0.91,10.55,0.72,0.49,340,49657,444,918,96575,4624,151368,68545,26,438,8510,50,219913,8560,2872810.4,957.6,9522,1,2,3,0,10,3,2,1,12,99.4,1,1,2,6,6,0,0,206,2,3,0,0,0,1,0,0,0,0,202,2,0.06604426,0.93395574,0.1320885201,0.9969574037,0.7219917012,0.0950766526,A
Lang,48, 9.6,0,1.26,1.87,3.35,9.12,1.01,0.9,10.35,0.72,0.49,339,48817,444,908,94805,4525,148486,67442,26,437,8361,50,215928,8411,2815282.56,938.43,9332,0,0,0,0,0,0,0,0,0,82.4,1,1,1,4,4,0,0,281,1,2,0,0,0,1,0,0,0,0,62,1,0.1877394636,0.8122605364,0.3754789272,0.986687148,0.9310344828,0.344929871,A
Lang,49, 9.6,0,1.26,1.86,3.35,9.1,1.02,0.91,10.3,0.72,0.49,337,48326,444,907,93818,4482,146771,66841,26,435,8291,50,213612,8341,2782510.9,927.5,9235,0,0,0,0,0,0,0,0,0,99.2,1,1,1,3,3,0,0,25,1,3,0,0,0,1,0,0,0,0,24,1,0.1858823529,0.8141176471,0.3717647059,1,0.7647058824,0.2842906574,A
Lang,50, 9.6,0,1.26,1.87,3.16,9.12,1.09,0.98,10.96,0.72,0.46,307,47709,443,898,92454,4417,144704,65975,26,403,8193,50,210679,8243,2740713.37,913.57,9109,2,4,6,0,40,1,0,1,9,72,1,1,2,12,2,6,4,35,2,3,0,0,1,1,0,1,0,0,18,2,0.2697916667,0.7302083333,0.5395833333,0.9842105263,0.3958333333,0.2102126736,A
Lang,51, 9.4,0,1.26,1.87,3.13,9.16,1.12,0.97,11.27,0.72,0.46,288,46534,428,835,90326,4308,142234,64866,26,382,7942,49,207100,7991,2684877.6,894.96,8876,0,0,0,0,0,0,0,0,0,100,1,1,1,1,1,0,0,190,1,3,0,0,0,0,0,0,0,0,51,1,0.0327442827,0.9672557173,0.0654885655,0.9653092006,1,0.0632167148,A
Lang,52, 9.4,0,1.26,1.86,3.13,9.16,1.12,0.97,11.27,0.72,0.46,288,46528,428,835,90321,4308,142217,64859,26,382,7940,49,207076,7989,2684491.68,894.83,8875,0,0,0,0,0,0,0,0,0,82.3,1,1,1,4,4,0,0,74,1,2,0,0,0,1,0,0,0,0,13,1,0.0808270677,0.9191729323,0.1616541353,0.9340659341,0.3157894737,0.0476828277,A
Lang,53, 9.4,0,1.26,1.87,3.13,9.16,1.12,0.97,11.24,0.72,0.46,288,46425,428,834,90057,4297,142150,64716,26,382,7911,49,206866,7960,2680683.96,893.56,8855,0,0,0,0,0,0,0,0,0,97.1,1,1,1,4,2,2,0,31,1,3,0,0,0,1,0,0,0,0,19,1,0.0866666667,0.9133333333,0.1733333333,1,0.8333333333,0.1444444444,A
Lang,54, 7.9,0,1.27,1.9,3.1,9.37,1.13,1.07,12.07,0.73,0.42,266,44717,384,769,86422,4081,137679,62841,24,338,7792,49,200520,7841,2594091.53,864.7,8514,0,0,0,0,0,0,0,0,0,100,1,1,1,3,3,0,0,12,1,3,0,0,0,1,0,0,0,0,11,1,0.3425925926,0.6574074074,0.6851851852,0.8787878788,0.7777777778,0.4683252276,A
Lang,55, 7.9,0,1.27,1.9,3.1,9.38,1.13,1.07,12.07,0.73,0.42,266,44727,384,769,86401,4081,137744,62860,24,338,7795,49,200604,7844,2595288.93,865.1,8513,0,0,0,0,0,0,0,0,0,98.2,1,1,1,2,2,0,0,6,1,3,0,0,0,1,0,0,0,0,5,1,0.5,0.5,1,1,0.75,0.75,A
Lang,56, 8.2,0,1.28,1.92,3.11,9.44,1.16,1.1,12.23,0.73,0.41,265,44547,384,767,85878,4025,137135,62668,24,329,7756,49,199803,7805,2583489.33,861.16,8485,0,0,0,0,0,0,0,0,0,63.4,1,1,1,6,4,0,2,33,1,3,0,0,0,0,0,0,0,1,17,1,0.2053734062,0.7946265938,0.4107468124,0.9803921569,0.262295082,0.1056243812,A
Lang,57, 8.2,0,1.28,1.92,3.11,9.44,1.16,1.1,12.23,0.73,0.41,265,44540,384,767,85863,4024,137124,62661,24,329,7755,49,199785,7804,2583219.66,861.07,8484,0,0,0,0,0,0,0,0,0,7.9,1,1,1,1,0,0,1,11,11,3,0,0,0,0,0,0,0,0,17,11,0.04,0.96,0.08,0,0.08,0,A
Lang,58, 8.2,0,1.27,1.92,3.11,9.44,1.16,1.09,12.22,0.73,0.41,265,44505,384,766,85788,4022,136930,62618,24,329,7738,49,199548,7787,2579527.44,859.84,8481,0,0,0,0,0,0,0,0,0,98.6,1,1,1,2,0,1,1,256,1,3,0,0,0,1,0,0,0,0,70,1,0.0080377553,0.9919622447,0.0160755107,0.9674044266,0.2827225131,0.0043967649,A
Lang,59, 8.2,0,1.27,1.91,3.11,9.43,1.16,1.09,12.21,0.73,0.41,265,44437,384,766,85708,4018,136631,62527,24,329,7722,49,199158,7771,2573894.99,857.96,8467,0,0,0,0,0,0,0,0,0,99.5,1,1,1,1,0,0,1,186,1,3,0,1,0,0,0,0,0,0,181,1,0.0730995808,0.9269004192,0.1461991617,0.9957501062,0.7113402062,0.1035553641,A
Lang,60, 8.2,0,1.27,1.91,3.1,9.43,1.16,1.09,12.19,0.73,0.41,265,44361,384,766,85591,4013,136278,62414,24,329,7703,49,198692,7752,2567170.74,855.72,8452,0,0,0,0,0,0,0,0,0,99.5,1,1,2,2,0,0,2,185,1,3,0,0,0,0,0,0,1,0,182,1,0.0767533965,0.9232466035,0.153506793,0.9962168979,0.7155963303,0.1094333281,A
Lang,61, 8.2,0,1.27,1.91,3.1,9.43,1.16,1.09,12.19,0.73,0.41,265,44355,384,766,85583,4012,136259,62405,24,329,7700,49,198664,7749,2566698.04,855.57,8451,0,0,0,0,0,0,0,0,0,99.5,1,1,1,1,0,0,1,184,2,3,0,0,0,0,0,0,0,0,180,2,0.0769482811,0.9230517189,0.1538965622,0.9961750956,0.7155963303,0.1097065868,A
Lang,62, 8.2,0,1.27,1.91,3.1,9.43,1.16,1.09,12.18,0.73,0.41,265,44336,384,766,85561,4010,136222,62382,24,329,7694,49,198604,7743,2565700.91,855.23,8447,0,0,0,0,0,0,0,0,0,99.2,1,1,1,8,8,0,0,47,1,2,0,0,0,1,0,0,0,0,28,1,0.2441942294,0.7558057706,0.4883884588,0.9975369458,0.5306122449,0.2585066086,A
Lang,63, 8.2,0,1.27,1.91,3.1,9.4,1.16,1.09,12.13,0.73,0.41,265,44046,384,766,85047,3992,135396,61965,24,329,7672,49,197361,7721,2548832.84,849.61,8381,1,4,5,1,15,3,2,1,8,93.8,1,1,2,22,2,19,1,16,1,3,0,0,1,0,1,1,0,1,11,1,0.0655136268,0.9344863732,0.1310272537,0.9393939394,0.0943396226,0.0116119064,A
Lang,64, 8.2,0,1.27,1.91,3.11,9.39,1.17,1.09,12.18,0.73,0.42,265,43819,384,763,84164,3972,134608,61651,24,326,7650,49,196259,7699,2533793.05,844.6,8341,0,0,0,0,0,0,0,0,0,100,1,1,2,21,21,0,0,75,1,3,0,0,0,1,0,0,0,1,66,1,0.0225117506,0.9774882494,0.0450235013,0.960651289,0.1270718232,0.0054960958,A
Lang,65, 8.4,0,1.27,1.9,3.1,9.37,1.18,1.14,12.29,0.73,0.41,262,43324,379,765,83207,3935,133106,61054,24,320,7611,49,194160,7660,2505271.46,835.09,8252,0,0,0,0,0,0,0,0,0,96.8,1,1,1,30,30,0,0,30,1,3,0,0,0,1,0,0,0,0,18,1,0.0859649123,0.9140350877,0.1719298246,1,0.8,0.1375438596,A
Math,1, 11.4,0,1.19,2.01,2.48,11.07,0.76,1.51,5.62,0.77,0.67,1234,170556,1615,4294,305915,11808,500615,226287,140,2099,40756,55,726902,40811,11133718.37,3711.24,27137,1,3,4,3,9,7,6,1,7,95.8,2,2,2,6,6,0,0,313,2,2,0,0,0,1,0,0,0,0,303,2,0.0451055792,0.9548944208,0.0902111583,0.993377912,0.4732510288,0.0424098098,A
Math,2, 11.5,0,1.2,2.01,2.49,11.08,0.77,1.51,5.64,0.77,0.68,1220,169384,1605,4268,303604,11725,497509,224962,140,2078,40658,55,722471,40713,11063344.29,3687.78,26984,1,3,4,9,14,7,6,1,7,97,1,1,1,1,0,0,1,16,1,3,0,0,0,0,0,0,0,0,15,1,0.1260245902,0.8739754098,0.2520491803,0.9916666667,0.0901639344,0.0225363646,A
Math,4, 11.4,0,1.2,2.02,2.49,11.03,0.78,1.56,5.73,0.77,0.67,1163,164489,1561,4179,295602,11406,484642,218506,138,1988,40514,55,703148,40569,10763852.95,3587.95,26322,1,4,5,11,8,7,6,1,7,100,2,2,2,6,6,0,0,52,2,3,0,0,0,1,0,0,0,0,50,2,0.1691405609,0.8308594391,0.3382811219,0.9939668175,0.1641791045,0.0552036166,A
Math,5, 11.6,0,1.19,2.02,2.49,11.03,0.78,1.57,5.78,0.77,0.68,1131,161426,1530,4101,289713,11201,476186,214840,131,1937,39976,54,691026,40030,10564954.15,3521.65,25834,1,2,3,2,8,6,5,1,6,95.6,1,1,1,1,0,0,1,257,1,2,0,0,0,0,0,0,0,0,240,1,0.0746172557,0.9253827443,0.1492345114,0.9252074689,0.8103448276,0.1118866478,A
Math,7, 11.7,0,1.19,2.01,2.49,11.01,0.79,1.58,5.81,0.77,0.68,1123,160396,1523,4077,287756,11148,473774,213790,129,1918,39667,54,687564,39721,10504337.61,3501.45,25677,1,18,19,46,32,143,142,1,143,96.9,1,1,1,14,5,6,3,169,1,4,0,0,1,0,0,0,1,0,167,1,0.2119478711,0.7880521289,0.4238957421,0.9628599943,0.286908078,0.1171021781,D
Math,8, 11.8,0,1.19,2.02,2.48,11.01,0.79,1.58,5.8,0.77,0.68,1114,158746,1509,4046,285083,11026,468860,211822,127,1898,38981,54,680682,39035,10382089.03,3460.7,25432,1,1,2,7,5,1,0,1,1,86.8,1,1,1,2,0,0,2,22,1,3,1,0,1,0,0,0,0,0,21,1,0.0842424242,0.9157575758,0.1684848485,0.9567099567,0.0888888889,0.0143281006,A
Math,9, 11.9,0,1.19,2.02,2.48,11.02,0.79,1.59,5.8,0.77,0.68,1109,158199,1501,4036,283932,10977,467485,211237,127,1890,38948,54,678722,39002,10351366.01,3450.46,25319,1,2,3,10,7,1,0,1,1,82.6,1,1,1,2,1,0,1,35,1,3,0,1,1,0,0,0,0,0,34,1,0.0954081633,0.9045918367,0.1908163265,0.9798319328,0.1339285714,0.0250403478,A
Math,10, 11.8,0,1.18,2.03,2.48,11.08,0.78,1.59,5.61,0.77,0.68,1102,153914,1479,4024,277202,10559,446218,201720,127,1881,38806,54,647938,38860,9878461.63,3292.82,24542,1,6,7,9,17,3,2,1,3,100,1,1,1,1,1,0,0,369,1,2,0,0,1,0,0,0,0,0,350,1,0.090039241,0.909960759,0.180078482,0.9888481888,0.5754716981,0.1024744068,A
Math,11, 11.8,0,1.18,2.03,2.48,11.06,0.78,1.58,5.59,0.77,0.68,1096,153023,1473,4009,275603,10511,438830,199258,127,1877,38673,54,638088,38727,9725132.46,3241.71,24457,1,4,5,26,10,3,2,1,3,82.5,1,1,1,1,0,0,1,10,1,4,0,1,0,0,0,0,0,0,9,1,0.0881889764,0.9118110236,0.1763779528,0.9777777778,0.0137795276,0.0023763959,A
Math,12, 11.8,0,1.18,2.03,2.48,11.06,0.78,1.58,5.59,0.77,0.68,1095,152836,1473,4008,275358,10497,438257,198981,127,1876,38653,54,637238,38707,9711702.67,3237.23,24422,0,0,0,0,0,0,0,0,0,39.6,1,1,0,4,3,0,1,707,3,4,1,0,0,0,0,0,0,0,653,3,0.0481716756,0.9518283244,0.0963433512,0.9894619252,0.4458204334,0.0424992049,C
Math,13, 11.8,0,1.18,2.03,2.48,11.06,0.78,1.58,5.59,0.77,0.68,1095,152798,1474,4008,275301,10495,438178,198943,127,1876,38647,54,637121,38701,9709777.06,3236.59,24419,1,2,3,36,13,84,83,1,84,75.6,1,1,1,9,9,0,0,89,1,4,0,0,0,1,0,0,0,0,87,1,0.1255026413,0.8744973587,0.2510052827,0.9916405434,0.0823937554,0.0205083837,B
Math,14, 11.8,0,1.18,2.03,2.48,11.06,0.78,1.58,5.59,0.77,0.68,1095,152772,1474,4008,275271,10494,438100,198890,127,1876,38647,54,636990,38701,9707780.61,3235.93,24415,1,1,2,2,2,87,86,1,87,89.8,2,2,2,13,9,3,1,92,1,4,0,0,1,1,0,0,1,0,91,1,0.1234962829,0.8765037171,0.2469925659,0.9861442905,0.089119171,0.021706784,B
Math,17, 12.7,0,1.19,2.02,2.49,10.88,0.78,1.63,5.91,0.77,0.68,922,134053,1248,3506,242649,9385,386845,175091,107,1587,37497,54,561936,37551,8539496.22,2846.5,21574,1,1,2,0,29,27,26,1,27,90.8,1,1,1,4,4,0,0,88,1,3,0,0,0,1,0,0,0,0,80,1,0.3132306348,0.6867693652,0.6264612695,0.9166666667,0.5840707965,0.3354062549,A
Math,20, 12.8,0,1.19,2.02,2.49,10.85,0.78,1.63,5.93,0.77,0.68,917,133192,1239,3497,241036,9352,384724,174363,107,1576,37163,54,559087,37217,8488994.82,2829.66,21495,5,5,10,85,13,16,15,1,16,89.7,1,1,1,2,1,0,1,24,1,3,0,0,0,0,0,0,0,0,23,1,0.1218402427,0.8781597573,0.2436804853,0.7572463768,0.0171890799,0.003171835,A
Math,21, 12.5,0,1.19,2.02,2.49,10.84,0.78,1.64,5.93,0.77,0.68,916,132322,1230,3477,239349,9299,381609,173398,107,1568,37008,54,555007,37062,8423703.72,2807.9,21398,1,6,7,12,9,4,2,2,4,96.2,1,1,1,14,4,1,9,24,2,3,0,0,0,1,0,0,0,0,22,2,0.0343444909,0.9656555091,0.0686889819,0.9456521739,0.0376569038,0.0024460375,A
Math,22, 12.3,0,1.19,2.02,2.49,10.84,0.78,1.64,5.95,0.77,0.68,911,132014,1226,3474,238369,9280,380159,173037,107,1558,36953,54,553196,37007,8395031.74,2798.34,21382,0,0,0,0,0,0,0,0,0,97.6,2,2,2,2,0,0,2,98,2,3,0,0,0,0,0,0,0,0,85,2,0.0613914897,0.9386085103,0.1227829794,0.9569633788,0.2450331126,0.0287911003,B
Math,23, 12.3,0,1.19,2.02,2.49,10.83,0.78,1.64,5.95,0.77,0.68,911,131903,1226,3474,238200,9279,379940,172992,107,1558,36950,54,552932,37004,8390960.73,2796.99,21374,1,10,11,19,15,17,16,1,17,94.7,1,1,1,9,7,0,2,17,1,3,0,1,0,0,0,0,0,0,16,1,0.1267927666,0.8732072334,0.2535855332,1,0.0777385159,0.019713363,A
Math,24, 12.3,0,1.19,2.02,2.49,10.82,0.78,1.64,5.95,0.77,0.68,911,131713,1226,3474,237888,9277,379577,172859,107,1558,36940,54,552436,36994,8383218.33,2794.41,21354,1,9,10,18,13,16,15,1,16,90.4,1,1,1,2,0,0,2,16,1,3,0,1,0,0,0,0,0,0,15,1,0.1185954064,0.8814045936,0.2371908127,1,0.0777385159,0.0184388618,A
Math,25, 12.1,0,1.19,2.02,2.48,10.76,0.77,1.62,5.85,0.77,0.66,904,129211,1218,3424,233965,9208,374263,171322,107,1574,35950,54,545585,36004,8257903.4,2752.63,21177,1,3,4,11,8,5,4,1,5,98.9,1,1,1,3,3,0,0,7,1,3,0,0,0,1,0,0,0,0,6,1,0.187012987,0.812987013,0.374025974,0.7142857143,0.1454545455,0.0388598415,A
Math,26, 12,0,1.17,2,2.48,10.7,0.77,1.64,5.78,0.76,0.66,890,125921,1203,3404,228445,8986,362690,166055,105,1554,35401,54,528745,35455,7991294.08,2663.76,20532,0,0,0,0,0,0,0,0,0,97.6,1,1,1,2,0,0,2,213,1,3,0,0,0,1,0,0,0,0,208,1,0.0594633256,0.9405366744,0.1189266512,0.9832075819,0.3041237113,0.0355610594,A
Math,27, 12,0,1.17,2,2.48,10.7,0.77,1.64,5.78,0.76,0.66,890,125919,1203,3404,228442,8986,362687,166051,105,1554,35400,54,528738,35454,7991166.77,2663.72,20532,1,2,3,1,7,2,1,1,2,97.6,1,1,1,1,0,0,1,213,1,3,0,0,0,0,0,0,0,0,208,1,0.0599643272,0.9400356728,0.1199286543,0.9831615753,0.3372781065,0.0397682068,A
Math,28, 12,0,1.17,2,2.48,10.7,0.77,1.64,5.78,0.76,0.66,890,125907,1203,3404,228427,8985,362656,166031,105,1554,35397,54,528687,35451,7990331.43,2663.44,20529,1,9,10,34,17,24,23,1,24,100,1,1,1,4,4,0,0,26,1,3,0,0,0,1,0,0,0,0,25,1,0.1023854195,0.8976145805,0.2047708389,0.9723076923,0.0243902439,0.0048561039,A
Math,30, 12,0,1.16,1.99,2.48,10.69,0.75,1.65,5.8,0.77,0.67,868,123813,1160,3359,224490,8871,357108,163372,103,1527,35197,54,520480,35251,7862046.39,2620.68,20146,1,4,5,6,10,2,1,1,2,91.2,1,1,1,1,0,0,1,3,1,2,0,0,0,0,0,0,0,0,2,1,0.0941558442,0.9058441558,0.1883116883,1,0.0194805195,0.0036684095,A
Math,31, 12,0,1.16,2,2.49,10.74,0.76,1.67,5.8,0.77,0.66,863,123201,1158,3362,223423,8754,356236,163105,103,1508,35068,54,519341,35122,7842094.48,2614.03,19981,1,6,7,8,8,108,106,2,108,85.7,1,1,1,34,1,21,12,317,2,3,0,0,0,1,1,1,1,0,309,2,0.0437868859,0.9562131141,0.0875737718,0.992220724,0.235443038,0.0204582368,B
Math,32, 12,0,1.16,2,2.49,10.73,0.76,1.67,5.81,0.77,0.66,859,122747,1155,3346,222545,8728,355051,162534,103,1502,34963,54,517585,35017,7813343.01,2604.45,19922,1,8,9,54,25,7,6,1,7,72.8,1,1,1,1,0,0,1,23,1,3,0,0,0,1,0,0,0,0,22,1,0.2978296684,0.7021703316,0.5956593367,1,0.0807248764,0.0480845264,A
Math,33, 12.1,0,1.16,2,2.49,10.7,0.77,1.66,5.81,0.77,0.67,852,121740,1150,3313,220907,8677,351656,160506,103,1492,34815,54,512162,34869,7728349.09,2576.12,19756,1,9,10,61,33,22,21,1,22,96.3,1,1,1,1,0,0,1,28,1,3,0,0,0,1,0,0,0,0,27,1,0.1046481092,0.8953518908,0.2092962185,0.9576719577,0.0343137255,0.0068777443,A
Math,34, 12.1,0,1.16,2,2.49,10.71,0.77,1.66,5.84,0.77,0.67,845,121178,1143,3290,219707,8620,350496,159709,103,1475,34626,54,510205,34680,7694818.07,2564.94,19661,0,0,0,0,0,0,0,0,0,82.6,1,1,1,1,0,0,1,24,1,3,0,0,0,0,0,0,0,0,23,1,0.1527777778,0.8472222222,0.3055555556,0.9746376812,0.4545454545,0.1353663446,A
Math,35, 12.2,0,1.16,2,2.49,10.72,0.77,1.67,5.86,0.77,0.66,845,121030,1143,3290,219503,8600,350135,159549,103,1466,34615,54,509684,34669,7686727.17,2562.24,19633,0,0,0,0,0,0,0,0,0,100,1,1,2,2,0,0,2,12,4,3,0,0,1,0,0,0,0,0,8,4,0.1169154229,0.8830845771,0.2338308458,0.9242424242,0.1492537313,0.0322561773,A
Math,36, 12.1,0,1.16,2.01,2.49,10.72,0.77,1.69,5.84,0.77,0.66,851,121866,1147,3332,220302,8633,352484,160757,103,1477,35024,54,513241,35078,7749055.74,2583.02,19778,0,0,0,0,0,0,0,0,0,94.6,1,1,2,12,12,0,0,94,2,3,0,0,0,1,0,0,0,0,82,2,0.0619288119,0.9380711881,0.1238576239,0.9776247849,0.5454545455,0.0660470634,A
Math,37, 12.8,0,1.15,1.99,2.51,10.63,0.77,1.67,5.86,0.78,0.66,864,122181,1154,3340,221978,8747,353313,160779,103,1492,34926,54,514092,34980,7759829.4,2586.61,19877,1,5,6,7,11,4,2,2,4,94.4,1,1,2,14,12,0,2,264,4,3,0,0,0,1,0,0,0,0,283,4,0.0554461445,0.9445538555,0.110892289,0.9681537974,0.4855072464,0.0521244419,A
Math,38, 12.8,0,1.15,2,2.51,10.68,0.77,1.66,5.76,0.79,0.66,860,120231,1142,3296,218765,8541,348368,158664,103,1482,34694,54,507032,34748,7648396.36,2549.47,19519,1,11,12,27,28,14,13,1,14,87.7,1,1,1,4,0,0,4,19,1,3,0,0,0,0,0,0,0,0,16,1,0.0765056022,0.9234943978,0.1530112045,0.5955882353,0.0193452381,0.0017629639,A
Math,39, 12.8,0,1.15,2,2.51,10.68,0.77,1.66,5.76,0.79,0.66,860,120184,1142,3296,218696,8539,348270,158630,103,1482,34686,54,506900,34740,7646236.8,2548.75,19513,1,15,16,19,20,62,61,1,62,100,1,1,1,9,9,0,0,69,1,3,0,0,0,1,0,0,0,0,68,1,0.3155570652,0.6844429348,0.6311141304,0.9936061381,0.296875,0.1861640407,A
Math,40, 13,0,1.15,2,2.52,10.67,0.77,1.66,5.77,0.79,0.66,860,120257,1143,3286,218830,8533,348142,158326,103,1478,34686,54,506468,34740,7639720.38,2546.57,19481,1,12,13,15,19,27,26,1,27,99.2,1,1,1,8,6,0,2,90,1,3,0,0,0,0,0,0,0,0,88,1,0.11452234,0.88547766,0.2290446801,0.9599080695,0.2253521127,0.0495463294,A
Math,41, 13,0,1.15,2,2.52,10.67,0.77,1.66,5.77,0.79,0.66,860,120225,1144,3292,218801,8531,347997,158313,103,1477,34680,54,506310,34734,7637210.89,2545.74,19488,0,0,0,0,0,0,0,0,0,91.1,1,1,1,1,0,0,1,236,1,3,0,0,0,0,0,0,0,0,220,1,0.0857097759,0.9142902241,0.1714195517,0.9916495269,0.4476744186,0.0760993316,B
Math,42, 13,0,1.15,2,2.52,10.67,0.77,1.66,5.77,0.8,0.66,860,120125,1144,3292,218624,8527,347581,158116,103,1477,34668,54,505697,34722,7627712.26,2542.57,19480,1,6,7,57,28,19,18,1,19,96.3,1,1,1,3,2,0,1,27,1,3,0,0,0,1,0,0,0,0,26,1,0.0985212654,0.9014787346,0.1970425308,0.9544159544,0.0346106304,0.0065088937,A
Math,43, 13,0,1.15,2,2.52,10.67,0.77,1.66,5.75,0.78,0.66,858,119448,1141,3272,217691,8496,343714,157335,103,1475,32331,54,501049,32385,7507236.26,2502.41,19414,1,6,7,18,12,50,44,6,50,79,1,1,1,3,0,0,3,78,6,2,0,0,0,1,0,0,0,0,72,6,0.125041625,0.874958375,0.2500832501,0.9913419913,0.2954545455,0.073248508,A
