ProjectID, BugId, FaultNodeName, FaultNode_InDegree, FaultNode_OutDegree, FaultNodeDegreeCentrality, CBO, RFC, NoOfTestCasesExecuteFaultMethod, NoOfTestCasesPassesCoversFaultNode, NoOfTestCasesFailsCoversFaultNode, NoOfTestCasesExecutesDynamicCallGraph, InDegreeMethodCallsList, OutDegreeMethodCallsList
Closure, 6, com.google.javascript.jscomp.TypeValidator#404, 3, 3, 6, 56, 15, 1554, 1551, 3, 3779, com.google.javascript.jscomp.TypeCheck#1860/com.google.javascript.jscomp.TypeCheck#1478/com.google.javascript.jscomp.TypeCheck#871, com.google.javascript.rhino.jstype.JSType#846/com.google.javascript.jscomp.TypeValidator#668/com.google.javascript.rhino.jstype.FunctionType#191
Closure, 7, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 8, com.google.javascript.jscomp.CollapseVariableDeclarations$GatherCollapses#182, 1, 6, 7, 23, 10, 58, 57, 1, 96, com.google.javascript.jscomp.CollapseVariableDeclarations$GatherCollapses#138, com.google.javascript.rhino.Node$StringNode#209/com.google.javascript.jscomp.NodeTraversal#597/com.google.javascript.jscomp.Scope#535/com.google.javascript.jscomp.Scope$Var#308/com.google.javascript.rhino.Node#532/com.google.javascript.rhino.Node#540
Closure, 9, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 10, com.google.javascript.jscomp.NodeUtil#1416, 3, 2, 5, 41, 31, 30, 29, 1, 44, com.google.javascript.jscomp.PeepholeFoldConstants#828/com.google.javascript.jscomp.PeepholeFoldConstants#704/com.google.javascript.jscomp.NodeUtil#1412, com.google.javascript.jscomp.NodeUtil#1424/com.google.javascript.jscomp.NodeUtil#1262
Closure, 11, com.google.javascript.jscomp.TypeCheck#1308, 1, 11, 12, 158, 46, 2263, 2261, 2, 2266, com.google.javascript.jscomp.TypeCheck#465, com.google.javascript.rhino.Node#2186/com.google.javascript.jscomp.TypeCheck#1860/com.google.javascript.jscomp.TypeCheck#1837/com.google.javascript.rhino.Node$StringNode#221/com.google.javascript.jscomp.TypeCheck#1921/com.google.javascript.rhino.Node#1834/com.google.javascript.jscomp.TypeValidator#256/com.google.javascript.rhino.jstype.JSType#270/com.google.javascript.jscomp.TypeCheck#1336/com.google.javascript.rhino.Node#548/com.google.javascript.rhino.Node#544
Closure, 12, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 13, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 14, com.google.javascript.jscomp.ControlFlowAnalysis#712, 2, 15, 17, 113, 60, 3008, 3005, 3, 3056, com.google.javascript.jscomp.ControlFlowAnalysis#675/com.google.javascript.jscomp.ControlFlowAnalysis#712, com.google.javascript.jscomp.ControlFlowAnalysis#820/com.google.common.collect.AbstractMultimap$WrappedCollection#494/com.google.javascript.jscomp.ControlFlowAnalysis#797/com.google.common.collect.AbstractSetMultimap#34/com.google.javascript.jscomp.NodeUtil#2750/com.google.javascript.jscomp.NodeUtil#2759/com.google.common.collect.AbstractMultimap$WrappedCollection$WrappedIterator#524/com.google.javascript.jscomp.ControlFlowAnalysis#712/com.google.common.collect.AbstractMultimap$WrappedCollection$WrappedIterator#530/com.google.javascript.rhino.Node#1324/com.google.javascript.rhino.Node#2255/com.google.javascript.rhino.Node#529/com.google.javascript.rhino.Node#545/com.google.javascript.rhino.Node#549/com.google.javascript.rhino.Node#541
Closure, 15, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 16, com.google.javascript.jscomp.ScopedAliases$AliasedTypeNode#180, 1, 1, 2, 3, 3, 18, 16, 2, 38, com.google.javascript.jscomp.ScopedAliases#108, com.google.javascript.rhino.Node$StringNode#227
Closure, 17, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1269, 3, 11, 14, 179, 38, 2487, 2486, 1, 2597, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#660/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1466/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#788, com.google.javascript.rhino.JSDocInfo#515/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#809/com.google.javascript.rhino.jstype.ObjectType#508/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#697/com.google.javascript.rhino.Node#2255/com.google.javascript.rhino.JSDocInfo#1042/com.google.javascript.rhino.JSDocInfo#1050/com.google.javascript.rhino.JSDocInfo#450/com.google.javascript.rhino.JSDocInfo#442/com.google.javascript.rhino.Node#1831/com.google.javascript.rhino.jstype.JSType#290
Closure, 18, com.google.javascript.jscomp.Compiler#1241, 1, 12, 13, 116, 81, 3937, 3936, 1, 3944, com.google.javascript.jscomp.IntegrationTestCase#197, com.google.javascript.jscomp.Compiler#2097/com.google.javascript.jscomp.CompilerInput#116/com.google.javascript.jscomp.DependencyOptions#120/com.google.javascript.rhino.Node#1924/com.google.javascript.jscomp.Compiler#1368/com.google.javascript.rhino.Node#609/com.google.javascript.rhino.IR#103/com.google.javascript.rhino.IR#92/com.google.javascript.jscomp.CompilerOptions$TracerMode#1977/com.google.javascript.jscomp.Compiler#1410/com.google.javascript.jscomp.Compiler#914/com.google.javascript.jscomp.Compiler#905
Closure, 19, com.google.javascript.jscomp.type.ChainableReverseAbstractInterpreter#158, 1, 2, 3, 17, 13, 454, 453, 1, 454, com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter#234, com.google.javascript.rhino.Node#529/com.google.javascript.rhino.Node#1011
Closure, 20, com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#209, 1, 13, 14, 34, 23, 130, 129, 1, 131, com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#78, com.google.javascript.rhino.Node#714/com.google.javascript.rhino.IR#443/com.google.javascript.rhino.Node#2199/com.google.javascript.rhino.Node$StringNode#218/com.google.javascript.rhino.Node#1775/com.google.javascript.rhino.Node#1324/com.google.javascript.rhino.IR#390/com.google.javascript.rhino.Node#2299/com.google.javascript.jscomp.AbstractPeepholeOptimization#62/com.google.common.base.Preconditions#128/com.google.javascript.rhino.Node#1625/com.google.javascript.rhino.Node#549/com.google.javascript.rhino.Node#541
Closure, 21, com.google.javascript.jscomp.CheckSideEffects#89, 1, 20, 21, 48, 32, 374, 373, 1, 374, com.google.javascript.jscomp.NodeTraversal#478, com.google.javascript.rhino.Node#2351/com.google.javascript.rhino.Node$AncestorIterable$1#1363/com.google.javascript.rhino.Node$AncestorIterable$1#1366/com.google.javascript.jscomp.Compiler#2030/com.google.javascript.jscomp.NodeTraversal#671/com.google.javascript.jscomp.NodeUtil#781/com.google.javascript.jscomp.NodeTraversal#401/com.google.javascript.jscomp.NodeUtil#3112/com.google.javascript.jscomp.NodeUtil#712/com.google.javascript.rhino.Token#181/com.google.javascript.rhino.Node#1589/com.google.javascript.rhino.Node#1345/com.google.javascript.rhino.Node#2211/com.google.javascript.rhino.Node#2243/com.google.javascript.rhino.Node#2239/com.google.javascript.rhino.Node$AncestorIterable#1363/com.google.javascript.rhino.Node#1873/com.google.javascript.rhino.Node#529/com.google.javascript.rhino.Node#545/com.google.javascript.jscomp.NodeUtil#1711
Closure, 22, com.google.javascript.jscomp.CheckSideEffects#89, 1, 21, 22, 49, 32, 374, 373, 1, 374, com.google.javascript.jscomp.NodeTraversal#478, com.google.javascript.rhino.Node#2351/com.google.javascript.rhino.Node$AncestorIterable$1#1363/com.google.javascript.rhino.Node$AncestorIterable$1#1366/com.google.javascript.jscomp.Compiler#2030/com.google.javascript.jscomp.NodeTraversal#671/com.google.javascript.jscomp.NodeUtil#781/com.google.javascript.jscomp.NodeTraversal#401/com.google.javascript.rhino.Node#2199/com.google.javascript.jscomp.NodeUtil#3112/com.google.javascript.jscomp.NodeUtil#712/com.google.javascript.rhino.Token#181/com.google.javascript.rhino.Node#1324/com.google.javascript.rhino.Node#1589/com.google.javascript.rhino.Node#1345/com.google.javascript.rhino.Node#2211/com.google.javascript.rhino.Node#2243/com.google.javascript.rhino.Node#2239/com.google.javascript.rhino.Node$AncestorIterable#1363/com.google.javascript.rhino.Node#529/com.google.javascript.rhino.Node#545/com.google.javascript.jscomp.NodeUtil#1711
Closure, 23, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 24, com.google.javascript.jscomp.ScopedAliases$Traversal#273, 1, 15, 16, 60, 30, 45, 44, 1, 45, com.google.javascript.jscomp.ScopedAliases$Traversal#222, com.google.javascript.rhino.Node#2381/com.google.javascript.jscomp.ScopedAliases$Traversal#268/com.google.javascript.jscomp.CompilerOptions$NullAliasTransformationHandler$NullAliasTransformation#2080/com.google.javascript.jscomp.Scope$Var#157/com.google.javascript.rhino.Node$StringNode#218/com.google.javascript.jscomp.Scope$Var#239/com.google.javascript.jscomp.Scope#585/com.google.javascript.rhino.Node#1568/com.google.javascript.rhino.Node#1324/com.google.javascript.rhino.Node#1588/com.google.javascript.jscomp.NodeTraversal#596/com.google.javascript.jscomp.Scope#540/com.google.javascript.rhino.Node#537/com.google.javascript.rhino.Node#529/com.google.javascript.rhino.Node#541
Closure, 25, com.google.javascript.jscomp.TypeInference#1037, 1, 10, 11, 95, 27, 531, 530, 1, 587, com.google.javascript.jscomp.TypeInference#252, com.google.javascript.jscomp.TypeInference#252/com.google.javascript.rhino.jstype.FunctionType#996/com.google.javascript.rhino.jstype.JSType#960/com.google.javascript.rhino.Node#1833/com.google.javascript.rhino.Node#1829/com.google.javascript.rhino.jstype.FunctionType#199/com.google.javascript.rhino.jstype.FunctionType#184/com.google.javascript.rhino.Node#549/com.google.javascript.rhino.Node#541/com.google.javascript.rhino.jstype.ObjectType#493
Closure, 26, com.google.javascript.jscomp.ProcessCommonJSModules$ProcessCommonJsModulesCallback#208, 1, 10, 11, 54, 16, 9, 2, 7, 28, com.google.javascript.jscomp.ProcessCommonJSModules$ProcessCommonJsModulesCallback#173, com.google.javascript.rhino.IR#296/com.google.javascript.rhino.IR#420/com.google.javascript.rhino.Node#1707/com.google.javascript.rhino.Node#1752/com.google.javascript.rhino.IR#152/com.google.javascript.rhino.IR#157/com.google.javascript.rhino.Node#609/com.google.javascript.rhino.IR#300/com.google.javascript.rhino.IR#97/com.google.javascript.rhino.IR#312
Closure, 27, com.google.javascript.rhino.IR#224, 1, 2, 3, 15, 13, 1, 0, 1, 5, com.google.javascript.rhino.IRTest#48, com.google.javascript.rhino.Node#2293/com.google.common.base.Preconditions#128
Closure, 28, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 29, com.google.javascript.jscomp.InlineObjectLiterals$InliningBehavior#156, 1, 15, 16, 108, 27, 51, 46, 5, 56, com.google.javascript.jscomp.InlineObjectLiterals$InliningBehavior#85, com.google.javascript.jscomp.NodeUtil#1699/com.google.javascript.jscomp.InlineObjectLiterals$InliningBehavior#243/com.google.javascript.jscomp.ReferenceCollectingCallback$Reference#598/com.google.javascript.jscomp.ReferenceCollectingCallback$Reference#588/com.google.javascript.jscomp.ReferenceCollectingCallback$Reference#544/com.google.common.base.Preconditions#128/com.google.javascript.jscomp.ReferenceCollectingCallback$Reference#602/com.google.javascript.rhino.Node#2197/com.google.javascript.rhino.Node#1324/com.google.javascript.rhino.Node#2265/com.google.javascript.rhino.Node#2257/com.google.javascript.rhino.Node#549/com.google.javascript.rhino.Node#541/com.google.javascript.rhino.Node#2321/com.google.javascript.rhino.Node#2345
Closure, 30, com.google.javascript.jscomp.MustBeReachingVariableDef#426, 1, 8, 9, 57, 25, 69, 66, 3, 305, com.google.javascript.jscomp.FlowSensitiveInlineVariables$GatherCandiates$1#192, com.google.javascript.jscomp.graph.LinkedDirectedGraph#118/com.google.javascript.jscomp.DataFlowAnalysis$FlowState#349/com.google.javascript.jscomp.Scope#540/com.google.javascript.jscomp.graph.Graph#192/com.google.javascript.jscomp.DataFlowAnalysis#139/com.google.javascript.jscomp.graph.LinkedDirectedGraph$AnnotatedLinkedDirectedGraphNode#444/com.google.javascript.jscomp.Scope$Var#328/com.google.common.base.Preconditions#71
Closure, 31, com.google.javascript.jscomp.Compiler#1237, 1, 11, 12, 113, 80, 3842, 3841, 1, 3848, com.google.javascript.jscomp.CommandLineRunnerTest#1140, com.google.javascript.jscomp.Compiler#2050/com.google.javascript.jscomp.CompilerInput#116/com.google.javascript.jscomp.DependencyOptions#120/com.google.javascript.rhino.Node#1920/com.google.javascript.rhino.Node#609/com.google.javascript.rhino.IR#103/com.google.javascript.rhino.IR#92/com.google.javascript.jscomp.CompilerOptions$TracerMode#1945/com.google.javascript.rhino.Node#1869/com.google.javascript.jscomp.Compiler#910/com.google.javascript.jscomp.Compiler#901
Closure, 32, com.google.javascript.jscomp.parsing.JsDocInfoParser#1332, 1, 8, 9, 76, 49, 221, 217, 4, 245, com.google.javascript.jscomp.parsing.JsDocInfoParser#188, com.google.javascript.rhino.JSDocInfoBuilder#169/com.google.javascript.jscomp.parsing.JsDocTokenStream#229/com.google.javascript.jscomp.parsing.JsDocTokenStream#226/com.google.javascript.jscomp.parsing.JsDocInfoParser#2273/com.google.javascript.jscomp.parsing.JsDocTokenStream#204/com.google.javascript.jscomp.parsing.JsDocInfoParser#1173/com.google.javascript.jscomp.parsing.JsDocInfoParser$ExtractionInfo#1251/com.google.javascript.jscomp.parsing.JsDocTokenStream#327
Closure, 33, com.google.javascript.rhino.jstype.PrototypeObjectType#567, 2, 8, 10, 128, 36, 260, 259, 1, 340, com.google.javascript.rhino.jstype.UnionType#592/com.google.javascript.jscomp.TypeInference#1115, com.google.javascript.rhino.jstype.PrototypeObjectType#184/com.google.javascript.rhino.jstype.PrototypeObjectType#179/com.google.javascript.rhino.jstype.PrototypeObjectType#169/com.google.javascript.rhino.jstype.JSType#111/com.google.javascript.rhino.jstype.JSType#318/com.google.javascript.rhino.jstype.PrototypeObjectType#213/com.google.javascript.rhino.jstype.ObjectType#294/com.google.javascript.rhino.jstype.JSType#684
Closure, 34, com.google.javascript.jscomp.CodeGenerator#86, 2, 11, 13, 14, 16, 3661, 3660, 1, 3771, com.google.javascript.jscomp.CodeGenerator#884/com.google.javascript.jscomp.CodeGenerator#82, com.google.common.base.Preconditions#171/com.google.javascript.jscomp.CodeConsumer#53/com.google.javascript.jscomp.NodeUtil#2124/com.google.javascript.jscomp.CodeGenerator#1176/com.google.javascript.jscomp.NodeUtil#1437/com.google.javascript.jscomp.CodeGenerator#884/com.google.javascript.rhino.Node#528/com.google.javascript.rhino.Node#540/com.google.javascript.rhino.Node#1405/com.google.javascript.rhino.Node#544/com.google.javascript.jscomp.NodeUtil#1162
Closure, 35, com.google.javascript.jscomp.TypeInference#1115, 1, 4, 5, 169, 36, 1049, 1048, 1, 1099, com.google.javascript.jscomp.TypeInference#418, com.google.javascript.rhino.jstype.ObjectType#542/com.google.javascript.rhino.jstype.UnionType#220/com.google.javascript.rhino.jstype.JSType#318/com.google.javascript.rhino.jstype.JSType#960
Closure, 36, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 37, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 38, com.google.javascript.jscomp.CodeConsumer#243, 1, 3, 4, 13, 16, 1665, 1664, 1, 1665, com.google.javascript.jscomp.CodeGenerator#86, com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#207/com.google.javascript.jscomp.CodeConsumer#270/com.google.javascript.jscomp.CodeConsumer#182
Closure, 39, com.google.javascript.rhino.jstype.PrototypeObjectType#354, 3, 7, 10, 19, 20, 162, 160, 2, 197, com.google.javascript.rhino.jstype.JSType#1149/com.google.javascript.rhino.jstype.ProxyObjectType#258/com.google.javascript.rhino.jstype.JSType#1165, com.google.javascript.rhino.jstype.PrototypeObjectType#213/com.google.javascript.rhino.jstype.PrototypeObjectType#179/com.google.javascript.rhino.jstype.RecordType#122/com.google.javascript.rhino.jstype.JSType#1149/com.google.common.collect.Sets#285/com.google.javascript.rhino.jstype.PrototypeObjectType#440/com.google.javascript.rhino.jstype.PrototypeObjectType#512
Closure, 40, com.google.javascript.jscomp.NameAnalyzer$FindDeclarationsAndSetters#599, 1, 10, 11, 16, 14, 307, 305, 2, 308, com.google.javascript.jscomp.NodeTraversal#478, com.google.javascript.rhino.Node#2161/com.google.javascript.rhino.Node#2177/com.google.javascript.jscomp.NodeTraversal#635/com.google.javascript.jscomp.NodeUtil#2043/com.google.javascript.jscomp.NodeUtil#1865/com.google.javascript.jscomp.NameAnalyzer$FindDeclarationsAndSetters#652/com.google.javascript.jscomp.NameAnalyzer#76/com.google.common.base.Preconditions#186/com.google.javascript.jscomp.NodeUtil#1515/com.google.javascript.rhino.Node#540
Closure, 41, com.google.javascript.jscomp.FunctionTypeBuilder#244, 1, 13, 14, 115, 38, 2445, 2442, 3, 4997, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#850, com.google.javascript.rhino.jstype.FunctionParamBuilder#54/com.google.javascript.rhino.jstype.FunctionParamBuilder#115/com.google.javascript.rhino.jstype.FunctionType#270/com.google.javascript.rhino.jstype.FunctionType#266/com.google.javascript.rhino.jstype.FunctionType#220/com.google.javascript.rhino.Node$SiblingNodeIterable#1239/com.google.javascript.rhino.Node$SiblingNodeIterable#1253/com.google.javascript.rhino.jstype.FunctionParamBuilder#130/com.google.javascript.rhino.Node#1868/com.google.javascript.rhino.Node#1886/com.google.javascript.rhino.Node#532/com.google.javascript.rhino.Node#540/com.google.javascript.rhino.Node$SiblingNodeIterable#1269
Closure, 42, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 43, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 44, com.google.javascript.jscomp.CodeConsumer#182, 2, 4, 6, 12, 15, 3351, 3350, 1, 3351, com.google.javascript.jscomp.CodeConsumer#62/com.google.javascript.jscomp.CodeGenerator#74, com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#416/com.google.javascript.jscomp.CodeConsumer#154/com.google.javascript.jscomp.CodeConsumer#271/com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#184
Closure, 45, com.google.javascript.jscomp.RemoveUnusedVars$Assign#898, 1, 7, 8, 23, 10, 60, 59, 1, 218, com.google.javascript.jscomp.RemoveUnusedVars$Assign#916, com.google.javascript.rhino.Node#1298/com.google.javascript.jscomp.NodeUtil#771/com.google.javascript.jscomp.NodeUtil#1437/com.google.javascript.rhino.Node#2213/com.google.common.base.Preconditions#128/com.google.javascript.rhino.Node#536/com.google.javascript.rhino.Node#532
Closure, 46, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 47, com.google.debugging.sourcemap.SourceMapConsumerV3#483, 1, 10, 11, 38, 44, 8, 0, 8, 180, com.google.debugging.sourcemap.SourceMapConsumerV3#208, com.google.debugging.sourcemap.SourceMapConsumerV3$UnnamedEntry#644/com.google.debugging.sourcemap.SourceMapConsumerV3$UnnamedEntry#649/com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder#1073/com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder#1052/com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder#1023/com.google.debugging.sourcemap.SourceMapConsumerV3$NamedEntry#672/com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder#1101/com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder#885/com.google.debugging.sourcemap.SourceMapConsumerV3$UnnamedEntry#639/com.google.debugging.sourcemap.proto.Mapping$OriginalMapping#815
Closure, 48, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1418, 2, 22, 24, 177, 51, 2226, 2225, 1, 2424, com.google.javascript.jscomp.TypedScopeCreator$GlobalScopeBuilder#1720/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#488, com.google.javascript.jscomp.NodeTraversal#426/com.google.javascript.jscomp.NodeTraversal#433/com.google.javascript.rhino.jstype.PrototypeObjectType#174/com.google.javascript.jscomp.FunctionTypeBuilder#694/com.google.javascript.jscomp.CompilerInput#319/com.google.javascript.rhino.Node$StringNode#207/com.google.javascript.rhino.jstype.JSType#386/com.google.javascript.jscomp.Scope#564/com.google.javascript.rhino.jstype.PrototypeObjectType#512/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1569/com.google.javascript.rhino.JSDocInfo#1029/com.google.javascript.rhino.JSDocInfo#1037/com.google.javascript.rhino.JSDocInfo#437/com.google.javascript.rhino.Node#2278/com.google.javascript.rhino.Node#1874/com.google.javascript.rhino.Node#1621/com.google.javascript.rhino.Node#534/com.google.javascript.rhino.Node#530/com.google.javascript.rhino.jstype.ObjectType#273/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1030/com.google.common.base.Preconditions#71/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1228
Closure, 49, com.google.javascript.jscomp.MakeDeclaredNamesUnique#116, 1, 7, 8, 72, 52, 1529, 1463, 66, 4653, com.google.javascript.jscomp.NodeTraversal#472, com.google.javascript.jscomp.NodeUtil#1951/com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer#457/com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer#449/com.google.javascript.jscomp.MakeDeclaredNamesUnique$InlineRenamer#558/com.google.javascript.rhino.Node#636/com.google.javascript.rhino.Node#624/com.google.javascript.rhino.Node$StringNode#313
Closure, 50, com.google.javascript.jscomp.PeepholeReplaceKnownMethods#368, 1, 19, 20, 35, 30, 35, 33, 2, 37, com.google.javascript.jscomp.PeepholeReplaceKnownMethods#49, com.google.javascript.rhino.Node#704/com.google.javascript.jscomp.NodeUtil#179/com.google.common.collect.Lists#204/com.google.javascript.rhino.Node#644/com.google.javascript.jscomp.InlineCostEstimator#39/com.google.javascript.rhino.Node#1543/com.google.javascript.rhino.Node#2031/com.google.javascript.rhino.Node#608/com.google.javascript.rhino.Node#636/com.google.javascript.rhino.Node#624/com.google.javascript.jscomp.AbstractPeepholeOptimization#62/com.google.javascript.rhino.Node$StringNode#313/com.google.common.base.Preconditions#186/com.google.javascript.jscomp.NodeUtil#1519/com.google.javascript.jscomp.NodeUtil#239/com.google.javascript.rhino.Node#797/com.google.javascript.jscomp.NodeUtil#486/com.google.javascript.rhino.Node#1461/com.google.javascript.rhino.Node#2101
Closure, 51, com.google.javascript.jscomp.CodeConsumer#236, 1, 2, 3, 14, 14, 1587, 1586, 1, 1587, com.google.javascript.jscomp.CodeGenerator#86, com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#184/com.google.javascript.jscomp.CodeConsumer#182
Closure, 52, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 53, com.google.javascript.jscomp.InlineObjectLiterals$InliningBehavior#306, 1, 12, 13, 63, 24, 9, 8, 1, 9, com.google.javascript.jscomp.InlineObjectLiterals$InliningBehavior#371, com.google.javascript.jscomp.InlineObjectLiterals$InliningBehavior#115/com.google.common.collect.Lists#721/com.google.common.collect.Sets#263/com.google.javascript.rhino.Node#693/com.google.javascript.rhino.Node#456/com.google.javascript.rhino.Node#636/com.google.javascript.rhino.Node#624/com.google.javascript.jscomp.ReferenceCollectingCallback$Reference#581/com.google.common.collect.Lists#74/com.google.common.base.Preconditions#128/com.google.common.collect.Lists$ReverseList#774/com.google.common.collect.Lists$ReverseList#782
Closure, 54, com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1375, 1, 22, 23, 171, 50, 2190, 2187, 3, 8559, com.google.javascript.jscomp.TypedScopeCreator$GlobalScopeBuilder#1648, com.google.javascript.rhino.JSDocInfo#935/com.google.javascript.jscomp.Scope$Var#196/com.google.javascript.rhino.Node#1939/com.google.javascript.rhino.jstype.JSType#351/com.google.javascript.jscomp.Scope$Var#297/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1014/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1497/com.google.javascript.rhino.jstype.ObjectType#270/com.google.common.base.Preconditions#71/com.google.javascript.rhino.jstype.PrototypeObjectType#586/com.google.javascript.jscomp.NodeTraversal#408/com.google.javascript.jscomp.NodeTraversal#415/com.google.javascript.rhino.Node#2192/com.google.javascript.rhino.jstype.PrototypeObjectType#176/com.google.javascript.jscomp.CompilerInput#319/com.google.javascript.rhino.Node#640/com.google.javascript.jscomp.Scope#505/com.google.javascript.jscomp.Scope#524/com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#1185/com.google.javascript.rhino.Node#636/com.google.javascript.rhino.Node#624/com.google.javascript.rhino.Node$StringNode#313
Closure, 55, com.google.javascript.jscomp.FunctionRewriter#117, 1, 1, 2, 53, 36, 22, 21, 1, 25, com.google.javascript.jscomp.FunctionRewriter#46, com.google.javascript.jscomp.NodeUtil#1989
Closure, 56, com.google.javascript.jscomp.SourceFile#206, 1, 1, 2, 11, 12, 54, 51, 3, 57, com.google.javascript.jscomp.Compiler#1899, com.google.javascript.jscomp.JSSourceFile#79
Closure, 57, com.google.javascript.jscomp.ClosureCodingConvention#190, 1, 6, 7, 14, 14, 13, 12, 1, 13, com.google.javascript.jscomp.ClosureCodingConvention#185, com.google.javascript.rhino.Node#636/com.google.javascript.rhino.Node#624/com.google.javascript.rhino.Node#1939/com.google.javascript.rhino.Node$StringNode#313/com.google.javascript.rhino.Node#644/com.google.javascript.jscomp.NodeUtil#1605
Closure, 58, com.google.javascript.jscomp.LiveVariablesAnalysis#181, 1, 6, 7, 24, 18, 117, 116, 1, 117, com.google.javascript.jscomp.LiveVariablesAnalysis#148, com.google.javascript.jscomp.LiveVariablesAnalysis#266/com.google.javascript.rhino.Node#644/com.google.javascript.jscomp.NodeUtil#1613/com.google.javascript.rhino.Node#636/com.google.javascript.rhino.Node#624/com.google.javascript.jscomp.NodeUtil#1540
Closure, 59, com.google.javascript.jscomp.Compiler#227, 1, 14, 15, 70, 66, 5982, 5981, 1, 6038, com.google.javascript.jscomp.Compiler#329, com.google.javascript.jscomp.Compiler#1771/com.google.javascript.jscomp.Compiler#208/com.google.javascript.jscomp.PrintStreamErrorManager#44/com.google.javascript.jscomp.SuppressDocWarningsGuard#40/com.google.javascript.jscomp.PrintStreamErrorManager#62/com.google.javascript.jscomp.CheckLevel#30/com.google.javascript.jscomp.ComposeWarningsGuard#78/com.google.javascript.jscomp.DiagnosticGroups#58/com.google.javascript.jscomp.CompilerOptions#1242/com.google.javascript.jscomp.CompilerOptions#1000/com.google.common.collect.Lists#74/com.google.javascript.jscomp.CompilerOptions#1019/com.google.javascript.jscomp.CompilerOptions#1015/com.google.javascript.jscomp.Compiler#218
Closure, 60, com.google.javascript.jscomp.NodeUtil#121, 3, 5, 8, 32, 23, 177, 175, 2, 257, com.google.javascript.jscomp.NodeUtilTest#123/com.google.javascript.jscomp.NodeUtilTest#114/com.google.javascript.jscomp.NodeUtilTest#118, com.google.javascript.rhino.Node$NumberNode#264/com.google.javascript.jscomp.NodeUtil#714/com.google.javascript.rhino.jstype.TernaryValue#202/com.google.javascript.rhino.Node#615/com.google.javascript.rhino.Node$StringNode#307
Closure, 61, com.google.javascript.jscomp.NodeUtil#928, 2, 9, 11, 24, 21, 636, 633, 3, 639, com.google.javascript.jscomp.NodeUtil#1006/com.google.javascript.jscomp.NodeUtil#727, com.google.javascript.jscomp.Compiler#1987/com.google.javascript.rhino.Node#619/com.google.javascript.rhino.Node#607/com.google.javascript.rhino.Node#2292/com.google.javascript.rhino.Node#623/com.google.javascript.rhino.Node$StringNode#299/com.google.common.collect.RegularImmutableSet#46/com.google.javascript.rhino.Node#1423/com.google.javascript.rhino.Node#2304
